ID;Lat;Lon;UTM X (m);UTM Y (m);Depth (m);Elev (m);Year;Month;Day;Hour;Minute;OT(sec);RMS error;Remarks
3159;-1.63834838;101.1640548;740764.881;9818782.738;-1502.841;1502.841;2023;9;14;16;51;31.983447;0.022524;Initial
3160;-1.6415526;101.1481689;738996.255;9818430.226;730.76;-730.76;2023;9;14;16;56;2.0799999;0.002452;WCC
3161;-1.6422928;101.1433838;738463.547;9818348.925;800.36;-800.36;2023;9;14;17;0;13.8599997;0.0029952;WCC
3162;-1.6396058;101.1523844;739465.707;9818645.056;158.54;-158.54;2023;9;14;17;16;3.28;0.0001541;WCC
3163;-1.6413727;101.1431071;738432.857;9818450.729;792.5;-792.5;2023;9;14;17;16;12.6000004;0.002588;WCC
3164;-1.6428335;101.1356689;737604.757;9818290.039;738.33;-738.33;2023;9;14;17;16;20.6000004;0.0016268;WCC
3165;-1.641456;101.1397705;738061.458;9818441.913;875.9;-875.9;2023;9;14;17;22;43.4199982;0.0030639;WCC
3166;-1.640595;101.1406901;738163.919;9818537.038;902.07;-902.07;2023;9;14;17;23;1.7000001;0.0037402;WCC
3167;-1.642912;101.1432129;738444.451;9818280.457;738.86;-738.86;2023;9;14;17;23;3.4400001;0.003043;WCC
3168;-1.6406311;101.1391683;737994.526;9818533.226;889;-889;2023;9;14;17;23;38.4599991;0.0031719;WCC
3169;-1.641596;101.1362142;737665.599;9818426.851;725.8;-725.8;2023;9;14;17;24;47.5200005;0.0025259;WCC
3170;-1.6426673;101.1359049;737631.045;9818308.394;453.87;-453.87;2023;9;14;18;6;58.7000008;0.0028897;WCC
3171;-1.6213967;101.1643041;740794.643;9820657.738;-1900.568;1900.568;2023;9;14;21;33;19.927255;0.042824;Initial
3172;-1.6408817;101.1425618;738372.219;9818505.103;732.07;-732.07;2023;9;15;17;48;41.8400002;0.0033144;WCC
3173;-1.6369977;101.1461019;738766.721;9818934.286;973.07;-973.07;2023;9;15;17;50;48.4000015;0.002499;WCC
3174;-1.6383958;101.1508708;739297.374;9818779.074;694.67;-694.67;2023;9;15;17;51;9.4399996;0.0027554;WCC
3175;-1.6412704;101.1436198;738489.937;9818461.983;715.83;-715.83;2023;9;18;5;36;41.9799995;0.0031317;WCC
3176;-1.6398268;101.1420898;738319.807;9818621.84;773;-773;2023;9;18;16;33;14.2299995;0.0028589;WCC
3177;-1.6381555;101.1491536;739106.264;9818805.859;893.97;-893.97;2023;9;19;22;37;53.8800011;0.0022683;WCC
3178;-1.6397307;101.142041;738314.387;9818632.476;866.26;-866.26;2023;9;20;20;41;28.6800003;0.002806;WCC
3179;-1.6393314;101.1425944;738376.032;9818676.576;850.9;-850.9;2023;9;21;3;26;18.6299992;0.0031548;WCC
3180;-1.6383549;101.1430013;738421.438;9818784.537;849.22;-849.22;2023;9;21;3;26;48.4099998;0.0032896;WCC
3181;-1.6383172;101.143986;738531.048;9818788.589;903.23;-903.23;2023;9;21;3;26;59.6399994;0.0037962;WCC
3182;-1.6443609;101.1340088;737419.795;9818121.293;172.04;-172.04;2023;9;21;3;27;59.8300018;0.0002403;WCC
3183;-1.6413635;101.1441976;738554.24;9818451.617;527.16;-527.16;2023;9;21;3;28;2.76;0.0036524;WCC
3184;-1.64073;101.1453044;738677.511;9818521.555;741.41;-741.41;2023;9;21;3;28;44.75;0.0033107;WCC
3185;-1.63786055;101.1172622;735556.548;9818842.262;-1531.25;1531.25;2023;9;21;3;37;14.611401;0.013694;Initial
3186;-1.6408586;101.1425781;738374.036;9818507.656;1020.12;-1020.12;2023;9;21;3;43;8.4499998;0.0035715;WCC
3187;-1.6403156;101.1427409;738392.222;9818567.697;824.53;-824.53;2023;9;21;3;43;36.9700012;0.0038483;WCC
3188;-1.6420013;101.139266;738005.239;9818381.659;1071.81;-1071.81;2023;9;21;3;44;35.2099991;0.002383;WCC
3189;-1.6395008;101.1388102;737954.801;9818658.289;874.87;-874.87;2023;9;21;3;45;0.44;0.0025595;WCC
3190;-1.6412375;101.1424398;738358.598;9818465.763;661.28;-661.28;2023;9;21;3;46;23.8099995;0.0032741;WCC
3191;-1.6411897;101.1454997;738699.195;9818470.685;674.55;-674.55;2023;9;21;3;47;35.9599991;0.0036774;WCC
3192;-1.6380428;101.1487712;739063.713;9818818.37;747.17;-747.17;2023;9;21;3;47;45.5200005;0.0025137;WCC
3193;-1.6403703;101.1443604;738572.478;9818561.454;714.06;-714.06;2023;9;21;3;50;10.3400001;0.0026284;WCC
3194;-1.6377841;101.1444987;738588.179;9818847.494;956.62;-956.62;2023;9;21;3;51;53.7700005;0.002316;WCC
3195;-1.6422979;101.1411458;738214.44;9818348.628;793.3;-793.3;2023;9;21;3;54;41.1599998;0.0032199;WCC
3196;-1.6370789;101.1503988;739244.993;9818924.792;731.47;-731.47;2023;9;21;3;54;56.2299995;0.0025998;WCC
3197;-1.6393121;101.1444173;738578.937;9818678.493;903.05;-903.05;2023;9;21;3;55;2.22;0.0024657;WCC
3198;-1.6366704;101.1502767;739231.451;9818969.99;756.78;-756.78;2023;9;21;3;57;10.96;0.0022914;WCC
3199;-1.65022118;101.1330511;737312.5;9817473.214;-1985.795;1985.795;2023;9;21;18;0;5.39241;0.020563;Initial
3200;-1.6407116;101.1675212;741150.44;9818520.924;-130.64;130.64;2023;9;21;18;0;24.6399994;0.0168667;Reloc
3201;-1.63997093;101.1565699;739931.548;9818604.167;-1957.386;1957.386;2023;9;21;18;0;43.870139;0.029498;Initial
3202;-1.6441188;101.1400146;738088.313;9818147.356;763.33;-763.33;2023;9;21;18;2;53.2799988;0.0020166;WCC
3203;-1.6407018;101.1449382;738636.753;9818524.718;611.67;-611.67;2023;9;21;18;3;1.92;0.0026514;WCC
3204;-1.6423496;101.1462565;738783.295;9818342.299;629.21;-629.21;2023;9;21;18;3;6.8400001;0.0028547;WCC
3205;-1.63592036;101.1699345;741419.643;9819050.595;-1247.159;1247.159;2023;9;21;18;3;55.40214;0.027832;Initial
3206;-1.640394;101.1477702;738952.014;9818558.425;844.49;-844.49;2023;9;21;18;3;58.4399986;0.0024752;WCC
3207;-1.637827;101.1581787;740110.876;9818841.114;101.38;-101.38;2023;9;21;18;4;4.8400001;0.0025505;WCC
3208;-1.6407548;101.1440674;738539.82;9818518.96;676.42;-676.42;2023;9;21;18;4;8.7200003;0.0029448;WCC
3209;-1.6402648;101.1503337;739237.368;9818572.41;689.26;-689.26;2023;9;21;18;5;31.9200001;0.0030939;WCC
3210;-1.6426385;101.1428955;738409.155;9818310.746;655.21;-655.21;2023;9;21;18;5;48.3600006;0.0028219;WCC
3211;-1.6485751;101.1251953;736438.296;9817656.218;-17.27;17.27;2023;9;21;18;6;39.4199982;0.0009705;WCC
3212;-1.6417113;101.1428467;738403.833;9818413.308;956.72;-956.72;2023;9;21;18;40;21.5599995;0.0031531;WCC
3213;-1.6425814;101.1413981;738242.489;9818317.24;735.11;-735.11;2023;9;28;7;5;1.84;0.0026021;WCC
3214;-1.6386216;101.1462484;738782.836;9818754.65;865.29;-865.29;2023;9;28;7;39;3.8099999;0.0026383;WCC
3215;-1.6427565;101.1431641;738439.038;9818297.662;713.95;-713.95;2023;9;28;7;40;2.51;0.0030456;WCC
3216;-1.6407791;101.1470459;738871.348;9818515.916;585.38;-585.38;2023;9;28;7;55;56.9799995;0.0030901;WCC
3217;-1.6418925;101.1425374;738369.384;9818393.303;742.68;-742.68;2023;9;28;7;56;5.4899998;0.0030503;WCC
3218;-1.6419751;101.1441895;738553.266;9818383.969;718.78;-718.78;2023;9;28;7;56;11.4899998;0.0029678;WCC
3219;-1.639126;101.1422607;738338.913;9818699.335;1046.38;-1046.38;2023;9;28;7;57;46.2200012;0.0026226;WCC
3220;-1.6420077;101.1436442;738492.566;9818380.429;632.56;-632.56;2023;9;28;7;59;35.9300003;0.0028423;WCC
3221;-1.6421621;101.1388184;737955.399;9818363.926;550.79;-550.79;2023;9;28;8;1;35.7700005;0.0033231;WCC
3222;-1.6398408;101.1473226;738902.258;9818619.668;626.61;-626.61;2023;9;28;8;2;3.4000001;0.002941;WCC
3223;-1.6414138;101.1432048;738443.727;9818446.172;770.43;-770.43;2023;9;28;8;2;40.3100014;0.002755;WCC
3224;-1.640863;101.1467855;738842.353;9818506.667;588.26;-588.26;2023;9;28;8;7;49.75;0.0028453;WCC
3225;-1.6410108;101.1439616;738528.013;9818490.657;764.26;-764.26;2023;9;28;8;13;6.8499999;0.0030055;WCC
3226;-1.639733;101.1463379;738792.666;9818631.709;728.18;-728.18;2023;9;28;8;15;50.8699989;0.0025695;WCC
3227;-1.6400412;101.1457845;738731.031;9818597.685;626.32;-626.32;2023;9;28;8;15;58.2299995;0.0032507;WCC
3228;-1.6441958;101.144401;738576.544;9818138.315;694.48;-694.48;2023;9;28;8;17;0.46;0.0030036;WCC
3229;-1.6409968;101.1436523;738493.587;9818492.242;708.24;-708.24;2023;9;28;8;17;24.3099995;0.002607;WCC
3230;-1.6401703;101.1448975;738632.286;9818583.512;814.7;-814.7;2023;9;28;8;19;49.2999992;0.0026504;WCC
3231;-1.6421439;101.1395345;738035.108;9818365.854;733.3;-733.3;2023;9;28;8;20;55.5299988;0.0028308;WCC
3232;-1.6408964;101.1441569;738549.765;9818503.287;786.25;-786.25;2023;9;28;8;26;42.8899994;0.0029325;WCC
3233;-1.6422526;101.1449707;738640.186;9818353.182;724.26;-724.26;2023;9;28;8;26;46.8300018;0.0030732;WCC
3234;-1.6420434;101.1438883;738519.732;9818376.451;796.87;-796.87;2023;9;28;8;27;2.0799999;0.0030047;WCC
3235;-1.6418156;101.1428548;738404.722;9818401.771;632.38;-632.38;2023;9;28;8;29;31.0599995;0.0030371;WCC
3236;-1.6410128;101.1404134;738133.07;9818490.858;769.16;-769.16;2023;9;28;8;33;52.3899994;0.0027172;WCC
3237;-1.6417033;101.1427816;738396.587;9818414.201;731.8;-731.8;2023;9;28;8;34;52.7099991;0.0031681;WCC
3238;-1.641471;101.1438477;738515.28;9818439.768;797.99;-797.99;2023;9;28;8;35;23.6599998;0.002824;WCC
3239;-1.6401461;101.1451253;738657.645;9818586.161;671.94;-671.94;2023;9;28;8;35;37.0800018;0.0027998;WCC
3240;-1.6419638;101.1413411;738236.218;9818385.559;788.72;-788.72;2023;9;28;8;36;6.25;0.0027065;WCC
3241;-1.6411121;101.1431396;738436.506;9818479.55;712.74;-712.74;2023;9;28;8;36;9.2700005;0.0031009;WCC
3242;-1.6430433;101.1456543;738716.183;9818265.642;732.59;-732.59;2023;9;28;8;36;18.6399994;0.0032131;WCC
3243;-1.641828;101.1394694;738027.899;9818400.803;883.23;-883.23;2023;9;28;8;36;33.6800003;0.0025317;WCC
3244;-1.641812;101.1430257;738423.745;9818402.148;735.93;-735.93;2023;9;28;8;36;39.8800011;0.0031053;WCC
3245;-1.6434844;101.1439535;738526.818;9818217.056;528.51;-528.51;2023;9;28;8;37;37.75;0.0021759;WCC
3246;-1.6417241;101.1432048;738443.691;9818411.85;797.12;-797.12;2023;9;28;8;37;40.75;0.003294;WCC
3247;-1.6413596;101.1437012;738498.987;9818452.107;848.49;-848.49;2023;9;28;8;38;9.6800003;0.003064;WCC
3248;-1.6414183;101.1435303;738479.957;9818445.635;734.53;-734.53;2023;9;28;8;39;3.3299999;0.0032677;WCC
3249;-1.6422204;101.1437826;738507.945;9818356.886;788.98;-788.98;2023;9;28;8;39;16.2399998;0.0029311;WCC
3250;-1.6432045;101.1389974;737975.199;9818248.607;747.47;-747.47;2023;9;28;8;39;29.6800003;0.0031188;WCC
3251;-1.6419726;101.1427979;738398.37;9818384.412;844.66;-844.66;2023;9;28;8;40;15.9200001;0.0031706;WCC
3252;-1.6413588;101.1439453;738526.157;9818452.167;752.11;-752.11;2023;9;28;8;40;38.4900017;0.0030177;WCC
3253;-1.6423443;101.1431966;738442.704;9818343.251;739.37;-739.37;2023;9;28;8;40;41.3800011;0.0028898;WCC
3254;-1.6420603;101.1447591;738616.656;9818374.477;839.38;-839.38;2023;9;28;8;41;2.1199999;0.0033695;WCC
3255;-1.6419608;101.1464437;738804.178;9818385.282;634.68;-634.68;2023;9;28;8;41;20.8899994;0.0025192;WCC
3256;-1.6420396;101.14257;738372.995;9818377.028;778.29;-778.29;2023;9;28;8;41;55.0400009;0.0033137;WCC
3257;-1.641427;101.1478597;738961.854;9818444.155;789.21;-789.21;2023;9;28;8;42;14.5100002;0.0026811;WCC
3258;-1.6393494;101.1417969;738287.261;9818674.68;831.44;-831.44;2023;9;28;8;42;19.5799999;0.0026848;WCC
3259;-1.6439849;101.1457357;738725.131;9818161.483;582.34;-582.34;2023;9;28;8;43;54.7000008;0.0029092;WCC
3260;-1.6422933;101.142985;738419.158;9818348.917;688.3;-688.3;2023;9;28;8;44;16.9300003;0.0029785;WCC
3261;-1.6415662;101.1426432;738381.199;9818429.382;898.7;-898.7;2023;9;28;8;44;28.3500004;0.003029;WCC
3262;-1.6415866;101.1430501;738426.487;9818427.077;852.85;-852.85;2023;9;28;8;47;19.8400002;0.0033995;WCC
3263;-1.641338;101.1435872;738486.3;9818454.51;721.09;-721.09;2023;9;28;8;47;33.0800018;0.0033175;WCC
3264;-1.6453698;101.1429932;738419.705;9818008.629;571.99;-571.99;2023;9;28;8;51;42.2200012;0.0025131;WCC
3265;-1.6422221;101.1391195;737988.906;9818357.254;838.57;-838.57;2023;9;28;8;59;46.5099983;0.0031538;WCC
3266;-1.6419821;101.142391;738353.078;9818383.41;703.58;-703.58;2023;9;28;9;4;21.2900009;0.0028177;WCC
3267;-1.6418098;101.1414632;738249.827;9818402.578;785.64;-785.64;2023;9;28;9;5;15.8400001;0.0030297;WCC
3268;-1.6419908;101.143042;738425.538;9818382.37;785.17;-785.17;2023;9;28;9;10;20.3600006;0.003197;WCC
3269;-1.6460931;101.1404541;738136.998;9817928.929;569.04;-569.04;2023;9;28;9;17;17.3199997;0.0021415;WCC
3270;-1.6403271;101.1430094;738422.107;9818566.393;808.63;-808.63;2023;10;5;7;35;44.9199982;0.0026771;WCC
3271;-1.610988;101.1295817;736930.927;9821813.12;403.19;-403.19;2023;10;8;0;46;1.71;0.0025778;WCC
3272;-1.6124699;101.127474;736696.151;9821649.456;310.2;-310.2;2023;10;8;0;46;50.8600006;0.0025778;WCC
3273;-1.6383129;101.1438232;738512.928;9818789.084;939.23;-939.23;2023;10;9;12;0;57.2000008;0.0029791;WCC
3274;-1.6380408;101.1532715;739564.635;9818818.053;613.02;-613.02;2023;10;9;13;10;28.7700005;0.0019731;WCC
3275;-1.6431478;101.1476562;738938.998;9818253.844;302.24;-302.24;2023;10;10;8;52;47.5099983;0.0036581;WCC
3276;-1.6411491;101.1469238;738857.713;9818475.006;853.76;-853.76;2023;10;12;2;8;51.6800003;0.0022184;WCC
3277;-1.6427397;101.1414795;738251.531;9818299.721;521.62;-521.62;2023;10;12;2;25;53.9399986;0.0031771;WCC
3278;-1.6464605;101.144694;738608.887;9817887.784;430.67;-430.67;2023;10;12;2;26;44.3400002;0.0021842;WCC
3279;-1.6437948;101.1399089;738076.586;9818183.206;766.93;-766.93;2023;10;12;7;33;35.7099991;0.0026946;WCC
3280;-1.6396852;101.1414388;738247.362;9818637.58;858.07;-858.07;2023;10;12;7;35;26.7299995;0.0028543;WCC
3281;-1.6385534;101.1455404;738704.037;9818762.278;911.15;-911.15;2023;10;12;7;44;21.1399994;0.0029152;WCC
3282;-1.6423865;101.1414144;738244.327;9818338.796;706.72;-706.72;2023;10;14;8;24;30.5400009;0.0038471;WCC
3283;-1.6442586;101.1433838;738463.314;9818131.49;637.37;-637.37;2023;10;14;10;32;46.1899986;0.0023515;WCC
3284;-1.6422587;101.1424479;738359.378;9818352.809;776.46;-776.46;2023;10;14;16;31;41.0200005;0.002658;WCC
3285;-1.6425771;101.1394287;738023.28;9818317.951;719.5;-719.5;2023;10;17;8;13;56.7900009;0.002386;WCC
3286;-1.6451682;101.1352946;737562.818;9818031.846;786.15;-786.15;2023;10;17;9;1;32.3600006;0.0025765;WCC
3287;-1.63196982;101.1216344;736043.899;9819493.304;212.358;-212.358;2023;10;18;0;33;19.668341;0.009786;Initial
3288;-1.6430773;101.1507731;739285.943;9818261.268;1018.76;-1018.76;2023;10;18;14;21;34.6699982;0.0000479;Reloc
